"popID","rtnYear","EstClass","MissEscCode","SumSpnEstimates_ADonly","SumSpnEstimates_ADinfilled","NatSpwnAD","NatSpwnJA","NatSpwnUNK","BroodStockAD","BroodStockJA","BroodStockUNK","TotRtnRiver","HatchOriginAD","HatchOriginJA","SumSpnEstimates_withJacks","SumSpnEstimates_pC","Comment"
49082,2003,"OtherSource",NA,7,NA,7,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
49082,2004,"OtherSource",NA,18,NA,18,0,NA,NA,NA,NA,18,NA,NA,NA,NA,NA
49082,2011,"RELATIVE ABUNDANCE (TYPE-4)",NA,43,NA,43,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA
49082,2013,"RELATIVE ABUNDANCE (TYPE-3)",NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
49082,2015,"RELATIVE ABUNDANCE (TYPE-4)",NA,0,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
49082,2016,"RELATIVE ABUNDANCE (TYPE-4)",NA,109,NA,109,37,NA,0,0,NA,146,NA,NA,NA,NA,NA
49082,2017,"RELATIVE ABUNDANCE (TYPE-4)",NA,41,NA,41,1,NA,NA,NA,NA,42,NA,NA,NA,NA,NA
49082,2018,"RELATIVE ABUNDANCE (TYPE-3)",NA,64,NA,64,0,NA,0,0,NA,64,NA,NA,NA,NA,NA
49082,2019,"RELATIVE ABUNDANCE (TYPE-3)",NA,41,NA,41,2,NA,0,0,NA,43,NA,NA,NA,NA,NA
49082,2020,"RELATIVE ABUNDANCE (TYPE-3)",NA,35,NA,35,11,NA,0,0,NA,46,NA,NA,NA,NA,NA
49082,2021,"RELATIVE ABUNDANCE (TYPE-3)",NA,42,NA,42,12,NA,0,0,NA,NA,NA,NA,NA,NA,NA
49082,2022,"RELATIVE ABUNDANCE (TYPE-3)",NA,27,NA,27,7,NA,0,0,NA,34,NA,NA,NA,NA,NA
49512,2003,"OtherSource",NA,2,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
49802,2021,"QualFiltered",NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA
49873,1973,"QualFiltered",NA,NA,NA,NA,NA,NA,NA,NA,NA,172,NA,NA,NA,NA,NA
49873,1974,"QualFiltered",NA,NA,NA,NA,NA,NA,NA,NA,NA,755,NA,NA,NA,NA,NA
49873,1975,"QualFiltered",NA,NA,NA,NA,NA,NA,NA,NA,NA,767,NA,NA,NA,NA,NA
49873,1976,"QualFiltered",NA,NA,NA,NA,NA,NA,NA,NA,NA,1103,NA,NA,NA,NA,NA
49873,1977,"QualFiltered",NA,NA,NA,NA,NA,NA,NA,NA,NA,1225,NA,NA,NA,NA,NA
49873,1978,"QualFiltered",NA,NA,NA,NA,NA,NA,NA,NA,NA,2884,NA,NA,NA,NA,NA
49873,1979,"QualFiltered",NA,NA,NA,NA,NA,NA,NA,NA,NA,3027,NA,NA,NA,NA,NA
49873,1980,"QualFiltered",NA,NA,NA,NA,NA,NA,NA,NA,NA,3751,NA,NA,NA,NA,NA
49873,1981,"QualFiltered",NA,NA,NA,NA,NA,NA,NA,NA,NA,1364,NA,NA,NA,NA,NA
49873,1982,"QualFiltered",NA,NA,NA,NA,NA,NA,NA,NA,NA,1282,NA,NA,NA,NA,NA
49873,1983,"QualFiltered",NA,NA,NA,NA,NA,NA,NA,NA,NA,1736,NA,NA,NA,NA,NA
49873,1984,"QualFiltered",NA,NA,NA,NA,NA,NA,NA,NA,NA,1831,NA,NA,NA,NA,NA
49873,1985,"QualFiltered",NA,NA,NA,NA,NA,NA,NA,NA,NA,629,NA,NA,NA,NA,NA
49873,1986,"QualFiltered",NA,NA,NA,NA,NA,NA,NA,NA,NA,534,NA,NA,NA,NA,NA
49873,1987,"QualFiltered",NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA
49873,1988,"QualFiltered",NA,NA,NA,NA,NA,NA,NA,NA,NA,922,NA,NA,NA,NA,NA
49873,1989,"QualFiltered",NA,NA,NA,NA,NA,NA,NA,NA,NA,184,NA,NA,NA,NA,NA
49873,1990,"QualFiltered",NA,NA,NA,NA,NA,NA,NA,NA,NA,151,NA,NA,NA,NA,NA
49873,1991,"QualFiltered",NA,NA,NA,NA,NA,NA,NA,NA,NA,565,NA,NA,NA,NA,NA
49873,1992,"QualFiltered",NA,NA,NA,NA,NA,NA,NA,NA,NA,308,NA,NA,NA,NA,NA
49873,1993,"QualFiltered",NA,NA,NA,NA,NA,NA,NA,NA,NA,113,NA,NA,NA,NA,NA
49873,1994,"QualFiltered",NA,NA,NA,NA,NA,NA,NA,NA,NA,256,NA,NA,NA,NA,NA
49873,1995,"QualFiltered",NA,NA,NA,NA,NA,NA,NA,NA,NA,606,NA,NA,NA,NA,NA
49873,1996,"QualFiltered",NA,NA,NA,NA,NA,NA,NA,NA,NA,227,NA,NA,NA,NA,NA
49873,1997,"QualFiltered",NA,NA,NA,NA,NA,NA,NA,NA,NA,2224,NA,NA,NA,NA,NA
49873,1998,"QualFiltered",NA,NA,NA,NA,NA,NA,NA,NA,NA,398,NA,NA,NA,NA,NA
49873,1999,"QualFiltered",NA,NA,NA,NA,NA,NA,NA,NA,NA,113,NA,NA,NA,NA,NA
49873,2000,"QualFiltered",NA,NA,NA,NA,NA,NA,NA,NA,NA,121,NA,NA,NA,NA,NA
49873,2001,"QualFiltered",NA,NA,NA,NA,NA,NA,NA,NA,NA,1165,NA,NA,NA,NA,NA
49873,2002,"QualFiltered",NA,NA,NA,NA,NA,NA,NA,NA,NA,285,NA,NA,NA,NA,NA
49873,2003,"QualFiltered",NA,NA,NA,NA,NA,NA,NA,NA,NA,711,NA,NA,NA,NA,NA
49873,2004,"QualFiltered",NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,NA,NA,NA,NA,NA
49873,2005,"QualFiltered",NA,NA,NA,NA,NA,NA,NA,NA,NA,2699,NA,NA,NA,NA,NA
49873,2006,"QualFiltered",NA,NA,NA,NA,NA,NA,NA,NA,NA,801,NA,NA,NA,NA,NA
49873,2007,"QualFiltered",NA,NA,NA,NA,NA,NA,NA,NA,NA,1317,NA,NA,NA,NA,NA
49873,2008,"QualFiltered",NA,NA,NA,NA,NA,NA,NA,NA,NA,1086,NA,NA,NA,NA,NA
49873,2009,"QualFiltered",NA,NA,NA,NA,NA,NA,NA,NA,NA,1875,NA,NA,NA,NA,NA
49873,2010,"QualFiltered",NA,NA,NA,NA,NA,NA,NA,NA,NA,2200,NA,NA,NA,NA,NA
49928,1997,"TRUE ABUNDANCE (TYPE-1)",NA,17615,NA,17615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50468,2010,"RELATIVE ABUNDANCE (TYPE-4)",NA,40,NA,40,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA
50468,2011,"QualFiltered",NA,NA,NA,7,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA
50528,2000,"OtherSource",NA,15,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50528,2002,"OtherSource",NA,3,NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
50528,2008,"OtherSource",NA,2,NA,2,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA
50528,2009,"OtherSource",NA,3,NA,3,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA
50528,2011,"OtherSource",NA,7,NA,7,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA
50528,2021,"QualFiltered",NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA
50538,1996,"OtherSource",NA,50,NA,50,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA
50538,2005,"OtherSource",NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
50538,2011,"OtherSource",NA,10,NA,10,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA
50538,2020,"QualFiltered",NA,NA,NA,25,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA
50538,2021,"QualFiltered",NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA
50548,1995,"OtherSource",NA,500,NA,500,NA,NA,NA,NA,NA,500,NA,NA,NA,NA,NA
50548,2021,"QualFiltered",NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA
50568,1995,"OtherSource",NA,500,NA,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50568,1996,"OtherSource",NA,800,NA,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50568,1997,"OtherSource",NA,2000,NA,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50568,2011,"OtherSource",NA,267,NA,267,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA
50568,2021,"QualFiltered",NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA
50618,1995,"OtherSource",NA,400,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50618,1996,"OtherSource",NA,300,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50618,1997,"OtherSource",NA,20,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50618,1998,"OtherSource",NA,350,NA,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50618,1999,"OtherSource",NA,350,NA,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50618,2000,"OtherSource",NA,150,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50618,2001,"OtherSource",NA,155,NA,119,NA,NA,36,NA,NA,85,NA,NA,NA,NA,NA
50618,2002,"OtherSource",NA,359,NA,359,NA,NA,NA,NA,NA,359,NA,NA,NA,NA,NA
50618,2003,"OtherSource",NA,125,NA,125,NA,NA,NA,NA,NA,125,NA,NA,NA,NA,NA
50618,2004,"OtherSource",NA,106,NA,95,NA,NA,11,NA,NA,106,NA,NA,NA,NA,NA
50618,2005,"OtherSource",NA,134,NA,85,NA,NA,49,NA,NA,134,NA,NA,NA,NA,NA
50618,2006,"OtherSource",NA,704,NA,628,NA,NA,76,1,NA,705,NA,NA,NA,NA,NA
50618,2007,"OtherSource",NA,463,NA,463,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA
50618,2008,"OtherSource",NA,217,NA,155,0,NA,62,0,NA,NA,NA,NA,NA,NA,NA
50618,2009,"OtherSource",NA,247,NA,177,0,NA,70,0,NA,247,NA,NA,NA,NA,NA
50618,2010,"RELATIVE ABUNDANCE (TYPE-3)",NA,856,NA,778,0,NA,78,0,NA,856,NA,NA,NA,NA,NA
50618,2011,"RELATIVE ABUNDANCE (TYPE-3)",NA,889,NA,833,2,NA,56,9,NA,NA,NA,NA,NA,NA,NA
50618,2012,"TRUE ABUNDANCE (TYPE-2)",NA,2296,NA,2219,2,NA,77,0,NA,2319,NA,NA,NA,NA,NA
50618,2013,"TRUE ABUNDANCE (TYPE-2)",NA,3518,NA,3442,2,NA,76,NA,NA,3520,NA,NA,NA,NA,NA
50618,2014,"TRUE ABUNDANCE (TYPE-2)",NA,2351,NA,2274,3,NA,77,NA,NA,2373,NA,NA,NA,NA,NA
50618,2015,"TRUE ABUNDANCE (TYPE-2)",NA,2368,NA,2309,0,NA,59,0,NA,2388,NA,NA,NA,NA,NA
50618,2016,"TRUE ABUNDANCE (TYPE-2)",NA,2133,NA,2086,2,NA,47,0,NA,2140,NA,NA,NA,NA,NA
50618,2017,"TRUE ABUNDANCE (TYPE-2)",NA,2422,NA,2372,4,NA,50,0,NA,2426,NA,NA,NA,NA,NA
50618,2018,"TRUE ABUNDANCE (TYPE-2)",NA,1267,NA,1219,1,NA,48,NA,NA,1268,NA,NA,NA,NA,NA
50618,2019,"TRUE ABUNDANCE (TYPE-2)",NA,2524,NA,2483,24,NA,41,0,NA,2549,NA,NA,NA,NA,NA
50618,2020,"TRUE ABUNDANCE (TYPE-2)",NA,3330,NA,3330,23,NA,0,0,NA,3354,NA,NA,NA,NA,NA
50618,2021,"TRUE ABUNDANCE (TYPE-2)",NA,2205,NA,2205,29,NA,0,0,NA,NA,NA,NA,NA,NA,NA
50628,1996,"QualFiltered",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50658,1995,"OtherSource",NA,200,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50658,1996,"OtherSource",NA,40,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50658,2000,"OtherSource",NA,13,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50658,2001,"OtherSource",NA,15,NA,15,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA
50658,2002,"OtherSource",NA,4,NA,4,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
50658,2006,"OtherSource",NA,130,NA,130,NA,NA,NA,NA,NA,130,NA,NA,NA,NA,NA
50658,2007,"OtherSource",NA,10,NA,10,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA
50658,2008,"OtherSource",NA,8,NA,8,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA
50658,2009,"OtherSource",NA,6,NA,6,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA
50658,2010,"OtherSource",NA,9,NA,9,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA
50658,2011,"OtherSource",NA,17,NA,17,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA
50668,1995,"OtherSource",NA,75,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50668,1996,"OtherSource",NA,10,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50668,1997,"OtherSource",NA,25,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50668,1998,"OtherSource",NA,20,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50668,2002,"OtherSource",NA,225,NA,225,NA,NA,NA,NA,NA,225,NA,NA,NA,NA,NA
50678,2021,"QualFiltered",NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA
50688,1997,"OtherSource",NA,10,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50688,1999,"OtherSource",NA,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50688,2001,"OtherSource",NA,7,NA,7,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
50688,2002,"OtherSource",NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
50688,2003,"OtherSource",NA,3,NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
50688,2011,"OtherSource",NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
50688,2020,"QualFiltered",NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
50688,2021,"QualFiltered",NA,NA,NA,2,0,NA,0,0,NA,2,NA,NA,NA,NA,NA
50848,1998,"QualFiltered",NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50848,2021,"QualFiltered",NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA
50878,1995,"OtherSource",NA,3290,NA,3290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50878,1996,"OtherSource",NA,2600,NA,2600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50878,1997,"OtherSource",NA,3800,NA,3800,NA,NA,0,0,NA,4906,NA,NA,NA,NA,NA
50878,1998,"OtherSource",NA,9980,NA,9980,NA,NA,NA,NA,NA,9980,NA,NA,NA,NA,NA
50878,1999,"OtherSource",NA,11068,NA,11068,NA,NA,NA,NA,NA,11068,NA,NA,NA,NA,NA
50878,2000,"OtherSource",NA,17202,NA,17202,NA,NA,NA,NA,NA,17202,NA,NA,NA,NA,NA
50878,2001,"OtherSource",NA,9355,NA,9355,831,NA,NA,NA,NA,10186,NA,NA,NA,NA,NA
50878,2002,"OtherSource",NA,12529,NA,12529,NA,NA,NA,NA,NA,12529,NA,NA,NA,NA,NA
50878,2003,"OtherSource",NA,13365,NA,13365,NA,NA,NA,NA,NA,13365,NA,NA,NA,NA,NA
50898,1995,"OtherSource",NA,287,NA,287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50898,1996,"OtherSource",NA,50,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50898,1997,"OtherSource",NA,50,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50898,1998,"OtherSource",NA,300,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50898,1999,"OtherSource",NA,100,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50898,2000,"OtherSource",NA,50,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50898,2002,"OtherSource",NA,135,NA,135,NA,NA,NA,NA,NA,135,NA,NA,NA,NA,NA
50898,2004,"OtherSource",NA,17,NA,17,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA
50898,2005,"OtherSource",NA,27,NA,27,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA
50898,2014,"RELATIVE ABUNDANCE (TYPE-3)",NA,50,NA,50,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA
50898,2019,"RELATIVE ABUNDANCE (TYPE-4)",NA,123,NA,123,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA
50898,2020,"RELATIVE ABUNDANCE (TYPE-4)",NA,149,NA,149,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA
50898,2021,"RELATIVE ABUNDANCE (TYPE-4)",NA,141,NA,141,0,NA,0,0,NA,141,NA,NA,NA,NA,NA
50908,1996,"OtherSource",NA,8,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50978,1995,"OtherSource",NA,157,NA,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50978,1996,"OtherSource",NA,50,NA,50,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA
50978,1997,"OtherSource",NA,39,NA,39,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA
50978,1998,"OtherSource",NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50978,2000,"OtherSource",NA,30,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50978,2002,"OtherSource",NA,33,NA,33,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA
50978,2011,"OtherSource",NA,5,NA,5,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA
50978,2021,"QualFiltered",NA,NA,NA,223,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA
50988,1996,"QualFiltered",NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50988,1999,"QualFiltered",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50988,2014,"RELATIVE ABUNDANCE (TYPE-3)",NA,5,NA,5,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA
51098,1995,"OtherSource",NA,426,NA,426,NA,NA,NA,NA,NA,426,NA,NA,NA,NA,NA
51098,1996,"OtherSource",NA,124,NA,124,NA,NA,NA,NA,NA,124,NA,NA,NA,NA,NA
51098,1997,"OtherSource",NA,450,NA,450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51098,1998,"OtherSource",NA,450,NA,450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51098,1999,"OtherSource",NA,70,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51098,2000,"OtherSource",NA,228,NA,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51098,2001,"OtherSource",NA,527,NA,527,NA,NA,NA,NA,NA,527,NA,NA,NA,NA,NA
51098,2002,"OtherSource",NA,301,NA,301,NA,NA,NA,NA,NA,301,NA,NA,NA,NA,NA
51098,2003,"OtherSource",NA,122,NA,122,NA,NA,NA,NA,NA,122,NA,NA,NA,NA,NA
51098,2004,"OtherSource",NA,744,NA,744,NA,NA,NA,NA,NA,744,NA,NA,NA,NA,NA
51098,2005,"OtherSource",NA,95,NA,95,NA,NA,NA,NA,NA,95,NA,NA,NA,NA,NA
51098,2006,"OtherSource",NA,316,NA,316,NA,NA,NA,NA,NA,316,NA,NA,NA,NA,NA
51098,2007,"OtherSource",NA,75,NA,75,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA
51098,2008,"OtherSource",NA,35,NA,35,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA
51098,2009,"OtherSource",NA,64,NA,64,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA
51098,2010,"OtherSource",NA,55,NA,55,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA
51098,2011,"OtherSource",NA,6,NA,6,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA
51098,2012,"QualFiltered",NA,NA,NA,4,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA
51098,2013,"QualFiltered",NA,NA,NA,26,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA
51098,2014,"QualFiltered",NA,NA,NA,18,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA
51098,2019,"QualFiltered",NA,NA,NA,60,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA
51098,2020,"QualFiltered",NA,NA,NA,90,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA
51098,2021,"QualFiltered",NA,NA,NA,105,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA
51118,1995,"OtherSource",NA,54,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51118,1996,"OtherSource",NA,108,NA,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51118,1997,"OtherSource",NA,125,NA,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51118,1998,"OtherSource",NA,250,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51118,2000,"OtherSource",NA,31,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51118,2001,"OtherSource",NA,116,NA,116,NA,NA,NA,NA,NA,116,NA,NA,NA,NA,NA
51118,2002,"OtherSource",NA,73,NA,73,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,NA
51118,2003,"OtherSource",NA,21,NA,21,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA
51118,2004,"OtherSource",NA,32,NA,32,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA
51118,2005,"OtherSource",NA,28,NA,28,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA
51118,2006,"OtherSource",NA,145,NA,145,NA,NA,NA,NA,NA,145,NA,NA,NA,NA,NA
51118,2007,"OtherSource",NA,90,NA,90,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA
51118,2008,"OtherSource",NA,35,NA,35,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA
51118,2009,"OtherSource",NA,19,NA,19,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA
51118,2010,"OtherSource",NA,26,NA,26,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA
51118,2011,"OtherSource",NA,20,NA,20,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA
51118,2012,"QualFiltered",NA,NA,NA,20,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA
51118,2013,"QualFiltered",NA,NA,NA,24,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA
51118,2014,"QualFiltered",NA,NA,NA,17,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA
51118,2019,"QualFiltered",NA,NA,NA,70,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA
51118,2020,"QualFiltered",NA,NA,NA,98,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA
51118,2021,"QualFiltered",NA,NA,NA,119,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA
51298,2000,"QualFiltered",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51368,1990,"OtherSource",NA,5380,NA,1536,252,NA,3844,132,NA,7753,NA,NA,NA,NA,NA
51368,1991,"OtherSource",NA,3823,NA,947,102,NA,2876,154,NA,5580,NA,NA,NA,NA,NA
51368,1992,"OtherSource",NA,4195,NA,1301,99,NA,2894,67,NA,6548,NA,NA,NA,NA,NA
51368,1993,"OtherSource",NA,3558,NA,994,160,NA,2564,31,NA,6062,NA,NA,NA,NA,NA
51368,1994,"OtherSource",NA,6055,NA,3184,152,NA,2871,28,NA,6498,NA,NA,NA,NA,NA
51368,1995,"OtherSource",NA,3363,NA,1133,114,NA,2230,50,NA,5688,NA,NA,NA,NA,NA
51368,1996,"OtherSource",NA,3909,NA,1544,174,NA,2365,54,NA,5653,NA,NA,NA,NA,NA
51368,1997,"OtherSource",NA,3523,NA,1275,118,NA,2248,116,NA,3765,NA,NA,NA,NA,NA
51368,1998,"OtherSource",NA,4854,NA,2639,972,NA,2215,71,NA,5897,NA,NA,NA,NA,NA
51368,1999,"OtherSource",NA,3567,NA,1753,495,NA,1814,53,NA,5854,NA,NA,NA,NA,NA
51368,2000,"OtherSource",NA,4388,NA,2748,380,NA,1640,48,NA,6945,NA,NA,NA,NA,NA
51368,2001,"OtherSource",NA,7161,NA,4689,667,NA,2472,118,NA,10615,NA,NA,NA,NA,NA
51368,2002,"OtherSource",NA,6528,NA,3263,339,NA,3265,8,NA,7566,NA,NA,NA,NA,NA
51368,2003,"OtherSource",NA,6846,NA,4378,528,NA,2468,27,NA,7401,NA,NA,NA,NA,NA
51368,2004,"OtherSource",NA,5470,NA,3143,385,NA,2327,195,NA,7081,NA,NA,NA,NA,NA
51368,2005,"OtherSource",NA,4984,NA,2733,310,NA,2251,231,NA,9526,NA,NA,NA,NA,NA
51368,2006,"OtherSource",NA,4776,NA,3641,314,NA,1135,5,NA,13622,NA,NA,NA,NA,NA
51368,2007,"OtherSource",NA,4324,NA,2764,657,NA,1560,108,NA,10254,NA,NA,NA,NA,NA
51368,2008,"OtherSource",NA,3934,NA,2520,311,NA,1414,25,NA,6621,NA,NA,NA,NA,NA
51368,2009,"OtherSource",NA,4565,NA,3103,217,NA,1462,22,NA,9406,NA,NA,NA,NA,NA
51368,2010,"OtherSource",NA,5389,NA,3349,143,NA,2040,19,NA,7928,NA,NA,NA,NA,NA
51368,2011,"OtherSource",NA,4949,NA,2960,140,NA,1989,15,NA,7331,NA,NA,NA,NA,NA
51368,2012,"RELATIVE ABUNDANCE (TYPE-3)",NA,4750,NA,2540,59,NA,2210,30,NA,5253,NA,NA,NA,NA,NA
51368,2013,"RELATIVE ABUNDANCE (TYPE-3)",NA,3413,NA,1898,402,NA,1515,155,NA,4886,NA,NA,NA,NA,NA
51368,2014,"RELATIVE ABUNDANCE (TYPE-3)",NA,4532,NA,2582,85,NA,1950,49,NA,8388,NA,NA,NA,NA,NA
51368,2015,"RELATIVE ABUNDANCE (TYPE-3)",NA,4274,NA,2769,241,NA,1505,23,NA,6631,NA,NA,NA,NA,NA
51368,2016,"RELATIVE ABUNDANCE (TYPE-3)",NA,3649,NA,1875,210,NA,1774,0,NA,5005,NA,NA,NA,NA,NA
51368,2017,"RELATIVE ABUNDANCE (TYPE-3)",NA,4066,NA,2225,45,NA,1841,43,NA,6882,NA,NA,NA,NA,NA
51368,2018,"RELATIVE ABUNDANCE (TYPE-3)",NA,5757,NA,3332,243,NA,2425,57,NA,6336,NA,NA,NA,NA,NA
