"CU_ID","Year","AllSitesInfilled","LowUnkSitesInfilled","ModHighSitesInfilled","DU_ID","CU_Name","CU_acro"
"CK-04",1931,NA,NA,NA,"DU3","Lower Fraser River_SP_1.3","LFR-spring"
"CK-04",1932,NA,NA,NA,"DU3","Lower Fraser River_SP_1.3","LFR-spring"
"CK-04",1933,NA,NA,NA,"DU3","Lower Fraser River_SP_1.3","LFR-spring"
"CK-04",1934,NA,NA,NA,"DU3","Lower Fraser River_SP_1.3","LFR-spring"
"CK-04",1935,NA,NA,NA,"DU3","Lower Fraser River_SP_1.3","LFR-spring"
"CK-04",1936,NA,NA,NA,"DU3","Lower Fraser River_SP_1.3","LFR-spring"
"CK-04",1937,NA,NA,NA,"DU3","Lower Fraser River_SP_1.3","LFR-spring"
"CK-04",1938,NA,NA,NA,"DU3","Lower Fraser River_SP_1.3","LFR-spring"
"CK-04",1939,NA,NA,NA,"DU3","Lower Fraser River_SP_1.3","LFR-spring"
"CK-04",1940,NA,NA,NA,"DU3","Lower Fraser River_SP_1.3","LFR-spring"
"CK-04",1941,NA,NA,NA,"DU3","Lower Fraser River_SP_1.3","LFR-spring"
"CK-04",1942,NA,NA,NA,"DU3","Lower Fraser River_SP_1.3","LFR-spring"
"CK-04",1943,NA,NA,NA,"DU3","Lower Fraser River_SP_1.3","LFR-spring"
"CK-04",1944,NA,NA,NA,"DU3","Lower Fraser River_SP_1.3","LFR-spring"
"CK-04",1945,NA,NA,NA,"DU3","Lower Fraser River_SP_1.3","LFR-spring"
"CK-04",1946,NA,NA,NA,"DU3","Lower Fraser River_SP_1.3","LFR-spring"
"CK-04",1947,NA,NA,NA,"DU3","Lower Fraser River_SP_1.3","LFR-spring"
"CK-04",1948,NA,NA,NA,"DU3","Lower Fraser River_SP_1.3","LFR-spring"
"CK-04",1949,NA,NA,NA,"DU3","Lower Fraser River_SP_1.3","LFR-spring"
"CK-04",1950,NA,NA,NA,"DU3","Lower Fraser River_SP_1.3","LFR-spring"
"CK-04",1951,NA,NA,NA,"DU3","Lower Fraser River_SP_1.3","LFR-spring"
