"","Year","CU_ID","Species","Stock","Metric","Compare","LBM","UBM","Value","Status","Confidence"
"18484",2020,"CK-10","Chinook","Middle Fraser River_SP_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18485",2021,"CK-10","Chinook","Middle Fraser River_SP_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18486",1995,"CK-10","Chinook","Middle Fraser River_SP_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18487",1996,"CK-10","Chinook","Middle Fraser River_SP_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18488",1997,"CK-10","Chinook","Middle Fraser River_SP_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18489",1998,"CK-10","Chinook","Middle Fraser River_SP_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18490",1999,"CK-10","Chinook","Middle Fraser River_SP_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18491",2000,"CK-10","Chinook","Middle Fraser River_SP_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18492",2001,"CK-10","Chinook","Middle Fraser River_SP_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18493",2002,"CK-10","Chinook","Middle Fraser River_SP_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18494",2003,"CK-10","Chinook","Middle Fraser River_SP_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18495",2004,"CK-10","Chinook","Middle Fraser River_SP_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18496",2005,"CK-10","Chinook","Middle Fraser River_SP_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18497",2006,"CK-10","Chinook","Middle Fraser River_SP_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18498",2007,"CK-10","Chinook","Middle Fraser River_SP_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18499",2008,"CK-10","Chinook","Middle Fraser River_SP_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18500",2009,"CK-10","Chinook","Middle Fraser River_SP_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18501",2010,"CK-10","Chinook","Middle Fraser River_SP_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18502",2011,"CK-10","Chinook","Middle Fraser River_SP_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18503",2012,"CK-10","Chinook","Middle Fraser River_SP_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18504",2013,"CK-10","Chinook","Middle Fraser River_SP_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18505",2014,"CK-10","Chinook","Middle Fraser River_SP_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18506",2015,"CK-10","Chinook","Middle Fraser River_SP_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18507",2016,"CK-10","Chinook","Middle Fraser River_SP_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18508",2017,"CK-10","Chinook","Middle Fraser River_SP_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18509",2018,"CK-10","Chinook","Middle Fraser River_SP_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18510",2019,"CK-10","Chinook","Middle Fraser River_SP_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18511",2020,"CK-10","Chinook","Middle Fraser River_SP_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18512",2021,"CK-10","Chinook","Middle Fraser River_SP_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18513",1995,"CK-11","Chinook","Middle Fraser River_SU_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18514",1996,"CK-11","Chinook","Middle Fraser River_SU_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18515",1997,"CK-11","Chinook","Middle Fraser River_SU_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18516",1998,"CK-11","Chinook","Middle Fraser River_SU_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18517",1999,"CK-11","Chinook","Middle Fraser River_SU_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18518",2000,"CK-11","Chinook","Middle Fraser River_SU_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18519",2001,"CK-11","Chinook","Middle Fraser River_SU_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18520",2002,"CK-11","Chinook","Middle Fraser River_SU_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18521",2003,"CK-11","Chinook","Middle Fraser River_SU_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18522",2004,"CK-11","Chinook","Middle Fraser River_SU_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18523",2005,"CK-11","Chinook","Middle Fraser River_SU_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18524",2006,"CK-11","Chinook","Middle Fraser River_SU_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18525",2007,"CK-11","Chinook","Middle Fraser River_SU_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18526",2008,"CK-11","Chinook","Middle Fraser River_SU_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18527",2009,"CK-11","Chinook","Middle Fraser River_SU_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18528",2010,"CK-11","Chinook","Middle Fraser River_SU_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18529",2011,"CK-11","Chinook","Middle Fraser River_SU_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18530",2012,"CK-11","Chinook","Middle Fraser River_SU_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18531",2013,"CK-11","Chinook","Middle Fraser River_SU_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18532",2014,"CK-11","Chinook","Middle Fraser River_SU_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18533",2015,"CK-11","Chinook","Middle Fraser River_SU_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18534",2016,"CK-11","Chinook","Middle Fraser River_SU_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18535",2017,"CK-11","Chinook","Middle Fraser River_SU_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18536",2018,"CK-11","Chinook","Middle Fraser River_SU_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18537",2019,"CK-11","Chinook","Middle Fraser River_SU_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18538",2020,"CK-11","Chinook","Middle Fraser River_SU_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18539",2021,"CK-11","Chinook","Middle Fraser River_SU_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18540",1995,"CK-11","Chinook","Middle Fraser River_SU_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18541",1996,"CK-11","Chinook","Middle Fraser River_SU_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18542",1997,"CK-11","Chinook","Middle Fraser River_SU_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18543",1998,"CK-11","Chinook","Middle Fraser River_SU_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18544",1999,"CK-11","Chinook","Middle Fraser River_SU_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18545",2000,"CK-11","Chinook","Middle Fraser River_SU_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18546",2001,"CK-11","Chinook","Middle Fraser River_SU_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18547",2002,"CK-11","Chinook","Middle Fraser River_SU_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18548",2003,"CK-11","Chinook","Middle Fraser River_SU_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18549",2004,"CK-11","Chinook","Middle Fraser River_SU_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18550",2005,"CK-11","Chinook","Middle Fraser River_SU_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18551",2006,"CK-11","Chinook","Middle Fraser River_SU_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18552",2007,"CK-11","Chinook","Middle Fraser River_SU_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18553",2008,"CK-11","Chinook","Middle Fraser River_SU_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18554",2009,"CK-11","Chinook","Middle Fraser River_SU_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18555",2010,"CK-11","Chinook","Middle Fraser River_SU_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18556",2011,"CK-11","Chinook","Middle Fraser River_SU_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18557",2012,"CK-11","Chinook","Middle Fraser River_SU_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18558",2013,"CK-11","Chinook","Middle Fraser River_SU_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18559",2014,"CK-11","Chinook","Middle Fraser River_SU_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18560",2015,"CK-11","Chinook","Middle Fraser River_SU_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18561",2016,"CK-11","Chinook","Middle Fraser River_SU_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18562",2017,"CK-11","Chinook","Middle Fraser River_SU_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18563",2018,"CK-11","Chinook","Middle Fraser River_SU_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18564",2019,"CK-11","Chinook","Middle Fraser River_SU_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18565",2020,"CK-11","Chinook","Middle Fraser River_SU_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18566",2021,"CK-11","Chinook","Middle Fraser River_SU_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18567",1995,"CK-12","Chinook","Upper Fraser River_SP_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18568",1996,"CK-12","Chinook","Upper Fraser River_SP_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18569",1997,"CK-12","Chinook","Upper Fraser River_SP_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18570",1998,"CK-12","Chinook","Upper Fraser River_SP_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18571",1999,"CK-12","Chinook","Upper Fraser River_SP_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18572",2000,"CK-12","Chinook","Upper Fraser River_SP_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18573",2001,"CK-12","Chinook","Upper Fraser River_SP_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18574",2002,"CK-12","Chinook","Upper Fraser River_SP_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18575",2003,"CK-12","Chinook","Upper Fraser River_SP_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18576",2004,"CK-12","Chinook","Upper Fraser River_SP_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18577",2005,"CK-12","Chinook","Upper Fraser River_SP_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18578",2006,"CK-12","Chinook","Upper Fraser River_SP_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18579",2007,"CK-12","Chinook","Upper Fraser River_SP_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18580",2008,"CK-12","Chinook","Upper Fraser River_SP_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18581",2009,"CK-12","Chinook","Upper Fraser River_SP_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18582",2010,"CK-12","Chinook","Upper Fraser River_SP_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18583",2011,"CK-12","Chinook","Upper Fraser River_SP_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18584",2012,"CK-12","Chinook","Upper Fraser River_SP_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18585",2013,"CK-12","Chinook","Upper Fraser River_SP_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18586",2014,"CK-12","Chinook","Upper Fraser River_SP_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18587",2015,"CK-12","Chinook","Upper Fraser River_SP_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18588",2016,"CK-12","Chinook","Upper Fraser River_SP_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18589",2017,"CK-12","Chinook","Upper Fraser River_SP_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18590",2018,"CK-12","Chinook","Upper Fraser River_SP_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18591",2019,"CK-12","Chinook","Upper Fraser River_SP_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18592",2020,"CK-12","Chinook","Upper Fraser River_SP_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18593",2021,"CK-12","Chinook","Upper Fraser River_SP_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18594",1995,"CK-12","Chinook","Upper Fraser River_SP_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18595",1996,"CK-12","Chinook","Upper Fraser River_SP_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18596",1997,"CK-12","Chinook","Upper Fraser River_SP_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18597",1998,"CK-12","Chinook","Upper Fraser River_SP_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18598",1999,"CK-12","Chinook","Upper Fraser River_SP_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18599",2000,"CK-12","Chinook","Upper Fraser River_SP_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18600",2001,"CK-12","Chinook","Upper Fraser River_SP_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18601",2002,"CK-12","Chinook","Upper Fraser River_SP_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18602",2003,"CK-12","Chinook","Upper Fraser River_SP_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18603",2004,"CK-12","Chinook","Upper Fraser River_SP_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18604",2005,"CK-12","Chinook","Upper Fraser River_SP_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18605",2006,"CK-12","Chinook","Upper Fraser River_SP_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18606",2007,"CK-12","Chinook","Upper Fraser River_SP_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18607",2008,"CK-12","Chinook","Upper Fraser River_SP_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18608",2009,"CK-12","Chinook","Upper Fraser River_SP_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18609",2010,"CK-12","Chinook","Upper Fraser River_SP_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18610",2011,"CK-12","Chinook","Upper Fraser River_SP_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18611",2012,"CK-12","Chinook","Upper Fraser River_SP_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18612",2013,"CK-12","Chinook","Upper Fraser River_SP_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18613",2014,"CK-12","Chinook","Upper Fraser River_SP_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18614",2015,"CK-12","Chinook","Upper Fraser River_SP_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18615",2016,"CK-12","Chinook","Upper Fraser River_SP_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18616",2017,"CK-12","Chinook","Upper Fraser River_SP_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18617",2018,"CK-12","Chinook","Upper Fraser River_SP_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18618",2019,"CK-12","Chinook","Upper Fraser River_SP_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18619",2020,"CK-12","Chinook","Upper Fraser River_SP_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18620",2021,"CK-12","Chinook","Upper Fraser River_SP_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18621",1995,"CK-13","Chinook","South Thompson_SU_0.3","RelLBM",NA,NA,NA,NA,NA,NA
"18622",1996,"CK-13","Chinook","South Thompson_SU_0.3","RelLBM",NA,NA,NA,NA,NA,NA
"18623",1997,"CK-13","Chinook","South Thompson_SU_0.3","RelLBM",NA,NA,NA,NA,NA,NA
"18624",1998,"CK-13","Chinook","South Thompson_SU_0.3","RelLBM",NA,NA,NA,NA,NA,NA
"18625",1999,"CK-13","Chinook","South Thompson_SU_0.3","RelLBM",NA,NA,NA,NA,NA,NA
"18626",2000,"CK-13","Chinook","South Thompson_SU_0.3","RelLBM",NA,NA,NA,NA,NA,NA
"18627",2001,"CK-13","Chinook","South Thompson_SU_0.3","RelLBM",NA,NA,NA,NA,NA,NA
"18628",2002,"CK-13","Chinook","South Thompson_SU_0.3","RelLBM",NA,NA,NA,NA,NA,NA
"18629",2003,"CK-13","Chinook","South Thompson_SU_0.3","RelLBM",NA,NA,NA,NA,NA,NA
"18630",2004,"CK-13","Chinook","South Thompson_SU_0.3","RelLBM",NA,NA,NA,NA,NA,NA
"18631",2005,"CK-13","Chinook","South Thompson_SU_0.3","RelLBM",NA,NA,NA,NA,NA,NA
"18632",2006,"CK-13","Chinook","South Thompson_SU_0.3","RelLBM",NA,NA,NA,NA,NA,NA
"18633",2007,"CK-13","Chinook","South Thompson_SU_0.3","RelLBM",NA,NA,NA,NA,NA,NA
"18634",2008,"CK-13","Chinook","South Thompson_SU_0.3","RelLBM",NA,NA,NA,NA,NA,NA
"18635",2009,"CK-13","Chinook","South Thompson_SU_0.3","RelLBM",NA,NA,NA,NA,NA,NA
"18636",2010,"CK-13","Chinook","South Thompson_SU_0.3","RelLBM",NA,NA,NA,NA,NA,NA
"18637",2011,"CK-13","Chinook","South Thompson_SU_0.3","RelLBM",NA,NA,NA,NA,NA,NA
"18638",2012,"CK-13","Chinook","South Thompson_SU_0.3","RelLBM",NA,NA,NA,NA,NA,NA
"18639",2013,"CK-13","Chinook","South Thompson_SU_0.3","RelLBM",NA,NA,NA,NA,NA,NA
"18640",2014,"CK-13","Chinook","South Thompson_SU_0.3","RelLBM",NA,NA,NA,NA,NA,NA
"18641",2015,"CK-13","Chinook","South Thompson_SU_0.3","RelLBM",NA,NA,NA,NA,NA,NA
"18642",2016,"CK-13","Chinook","South Thompson_SU_0.3","RelLBM",NA,NA,NA,NA,NA,NA
"18643",2017,"CK-13","Chinook","South Thompson_SU_0.3","RelLBM",NA,NA,NA,NA,NA,NA
"18644",2018,"CK-13","Chinook","South Thompson_SU_0.3","RelLBM",NA,NA,NA,NA,NA,NA
"18645",2019,"CK-13","Chinook","South Thompson_SU_0.3","RelLBM",NA,NA,NA,NA,NA,NA
"18646",2020,"CK-13","Chinook","South Thompson_SU_0.3","RelLBM",NA,NA,NA,NA,NA,NA
"18647",2021,"CK-13","Chinook","South Thompson_SU_0.3","RelLBM",NA,NA,NA,NA,NA,NA
"18648",1995,"CK-13","Chinook","South Thompson_SU_0.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18649",1996,"CK-13","Chinook","South Thompson_SU_0.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18650",1997,"CK-13","Chinook","South Thompson_SU_0.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18651",1998,"CK-13","Chinook","South Thompson_SU_0.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18652",1999,"CK-13","Chinook","South Thompson_SU_0.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18653",2000,"CK-13","Chinook","South Thompson_SU_0.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18654",2001,"CK-13","Chinook","South Thompson_SU_0.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18655",2002,"CK-13","Chinook","South Thompson_SU_0.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18656",2003,"CK-13","Chinook","South Thompson_SU_0.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18657",2004,"CK-13","Chinook","South Thompson_SU_0.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18658",2005,"CK-13","Chinook","South Thompson_SU_0.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18659",2006,"CK-13","Chinook","South Thompson_SU_0.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18660",2007,"CK-13","Chinook","South Thompson_SU_0.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18661",2008,"CK-13","Chinook","South Thompson_SU_0.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18662",2009,"CK-13","Chinook","South Thompson_SU_0.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18663",2010,"CK-13","Chinook","South Thompson_SU_0.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18664",2011,"CK-13","Chinook","South Thompson_SU_0.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18665",2012,"CK-13","Chinook","South Thompson_SU_0.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18666",2013,"CK-13","Chinook","South Thompson_SU_0.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18667",2014,"CK-13","Chinook","South Thompson_SU_0.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18668",2015,"CK-13","Chinook","South Thompson_SU_0.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18669",2016,"CK-13","Chinook","South Thompson_SU_0.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18670",2017,"CK-13","Chinook","South Thompson_SU_0.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18671",2018,"CK-13","Chinook","South Thompson_SU_0.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18672",2019,"CK-13","Chinook","South Thompson_SU_0.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18673",2020,"CK-13","Chinook","South Thompson_SU_0.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18674",2021,"CK-13","Chinook","South Thompson_SU_0.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18675",1995,"CK-14","Chinook","South Thompson_SU_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18676",1996,"CK-14","Chinook","South Thompson_SU_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18677",1997,"CK-14","Chinook","South Thompson_SU_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18678",1998,"CK-14","Chinook","South Thompson_SU_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18679",1999,"CK-14","Chinook","South Thompson_SU_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18680",2000,"CK-14","Chinook","South Thompson_SU_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18681",2001,"CK-14","Chinook","South Thompson_SU_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18682",2002,"CK-14","Chinook","South Thompson_SU_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18683",2003,"CK-14","Chinook","South Thompson_SU_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18684",2004,"CK-14","Chinook","South Thompson_SU_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18685",2005,"CK-14","Chinook","South Thompson_SU_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18686",2006,"CK-14","Chinook","South Thompson_SU_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18687",2007,"CK-14","Chinook","South Thompson_SU_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18688",2008,"CK-14","Chinook","South Thompson_SU_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18689",2009,"CK-14","Chinook","South Thompson_SU_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18690",2010,"CK-14","Chinook","South Thompson_SU_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18691",2011,"CK-14","Chinook","South Thompson_SU_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18692",2012,"CK-14","Chinook","South Thompson_SU_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18693",2013,"CK-14","Chinook","South Thompson_SU_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18694",2014,"CK-14","Chinook","South Thompson_SU_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18695",2015,"CK-14","Chinook","South Thompson_SU_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18696",2016,"CK-14","Chinook","South Thompson_SU_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18697",2017,"CK-14","Chinook","South Thompson_SU_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18698",2018,"CK-14","Chinook","South Thompson_SU_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18699",2019,"CK-14","Chinook","South Thompson_SU_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18700",2020,"CK-14","Chinook","South Thompson_SU_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18701",2021,"CK-14","Chinook","South Thompson_SU_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18702",2022,"CK-14","Chinook","South Thompson_SU_1.3","RelLBM",NA,NA,NA,NA,NA,NA
"18703",1995,"CK-14","Chinook","South Thompson_SU_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18704",1996,"CK-14","Chinook","South Thompson_SU_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18705",1997,"CK-14","Chinook","South Thompson_SU_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18706",1998,"CK-14","Chinook","South Thompson_SU_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18707",1999,"CK-14","Chinook","South Thompson_SU_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18708",2000,"CK-14","Chinook","South Thompson_SU_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18709",2001,"CK-14","Chinook","South Thompson_SU_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18710",2002,"CK-14","Chinook","South Thompson_SU_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18711",2003,"CK-14","Chinook","South Thompson_SU_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18712",2004,"CK-14","Chinook","South Thompson_SU_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18713",2005,"CK-14","Chinook","South Thompson_SU_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18714",2006,"CK-14","Chinook","South Thompson_SU_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18715",2007,"CK-14","Chinook","South Thompson_SU_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18716",2008,"CK-14","Chinook","South Thompson_SU_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18717",2009,"CK-14","Chinook","South Thompson_SU_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18718",2010,"CK-14","Chinook","South Thompson_SU_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18719",2011,"CK-14","Chinook","South Thompson_SU_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18720",2012,"CK-14","Chinook","South Thompson_SU_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18721",2013,"CK-14","Chinook","South Thompson_SU_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18722",2014,"CK-14","Chinook","South Thompson_SU_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18723",2015,"CK-14","Chinook","South Thompson_SU_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18724",2016,"CK-14","Chinook","South Thompson_SU_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18725",2017,"CK-14","Chinook","South Thompson_SU_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
"18726",2018,"CK-14","Chinook","South Thompson_SU_1.3","AbsLBM",NA,1000,10000,NA,NA,NA
